********************************************************************************
*      Signed document issued by Sphere Online Judge  (http://www.spoj.com)      
********************************************************************************

----- BEGIN OF DATA -----
Submissions by [akhiluanandh] in contest [SPOJ].  DoI: 2015-05-30 15:17:24.
/------------------------------------------------------------------------------\
|   ID    |        DATE         |  PROBLEM  |  RESULT   | TIME  |  MEM   | LNG |
| 9989232 | 2013-09-05 19:15:27 |     ULM09 |        AC |  0.07 |   6596 | C++ |
| 9986871 | 2013-09-05 11:18:22 |  IITKWPCH |        AC |  0.02 |   2740 | C++ |
| 9986795 | 2013-09-05 11:03:23 |  IITKWPCH |       TLE | -1.00 |   2692 | C++ |
| 9986729 | 2013-09-05 10:43:41 |  IITKWPCH |       TLE | -1.00 |   2692 | C++ |
| 9980262 | 2013-09-04 15:18:04 |    HOTELS |        AC |  0.00 |  14408 | C++ |
| 9979454 | 2013-09-04 12:52:05 |     NY10A |        AC |  0.00 |   1680 |   C |
| 9979393 | 2013-09-04 12:37:28 |      ZSUM |        AC |  0.02 |   1680 |   C |
| 9979345 | 2013-09-04 12:22:56 |       DIG |        AC |  0.00 |   4048 | PYT |
| 9978904 | 2013-09-04 10:31:25 |     OLOLO |        AC |  0.00 |   2688 | C++ |
| 9978301 | 2013-09-04 06:44:04 |    INTEST |        AC |  0.10 |   2688 | C++ |
| 9974170 | 2013-09-03 16:04:31 |    INTEST |        AC |  0.10 |   2688 | C++ |
| 9974139 | 2013-09-03 15:58:46 |    MAIN74 |        AC |  0.00 |   2868 | C++ |
| 9974102 | 2013-09-03 15:54:01 |    MAIN74 |        WA |  0.00 |   2820 | C++ |
| 9973816 | 2013-09-03 15:16:06 |    MAIN74 |        WA |  0.01 |   2820 | C++ |
| 9973709 | 2013-09-03 14:59:07 |     NY10E |        AC |  0.00 |   2692 | C++ |
| 9972587 | 2013-09-03 11:50:30 |  MAJORITY |        AC |  0.00 |   2688 | C++ |
| 9971972 | 2013-09-03 09:53:26 |   BISHOPS |        AC |  0.00 |   4048 | PYT |
| 9969179 | 2013-09-02 20:37:39 |       PON |        WA |  0.01 |   1680 |   C |
| 9969173 | 2013-09-02 20:36:41 |       PON |        WA |  0.02 |   1680 |   C |
| 9968358 | 2013-09-02 18:59:36 |      RPLB |        AC |  0.04 |   3668 | C++ |
| 9968287 | 2013-09-02 18:52:26 |      RPLB |        WA |  0.03 |   3668 | C++ |
| 9967712 | 2013-09-02 17:40:12 |   CODERE3 |        AC |  0.10 |   2700 | C++ |
| 9967577 | 2013-09-02 17:22:35 |   CODERE3 |        WA |  0.12 |   2700 | C++ |
| 9967412 | 2013-09-02 17:03:34 |   BUSYMAN |        AC |  0.10 |   3468 | C++ |
| 9965953 | 2013-09-02 12:56:36 |     NITT8 |        AC |  0.10 |   5912 | C++ |
| 9965933 | 2013-09-02 12:49:25 |     NITT8 |        WA |  0.07 |   4348 | C++ |
| 9965918 | 2013-09-02 12:44:58 |     NITT8 |        WA |  0.07 |   4348 | C++ |
| 9962210 | 2013-09-01 19:53:35 |    CCHESS |        AC |  0.00 |   3728 |   C |
| 9962192 | 2013-09-01 19:50:58 |    CCHESS |        WA |  0.05 |   3728 |   C |
| 9953576 | 2013-08-31 17:33:25 |   HERDING |        AC |  0.02 |   7572 | C++ |
| 9953547 | 2013-08-31 17:29:25 |   HERDING |        WA |  0.00 |   7568 | C++ |
| 9953335 | 2013-08-31 16:59:12 |   HERDING |        WA |  0.00 |   7568 | C++ |
| 9952012 | 2013-08-31 14:21:54 |   HERDING |        WA |  0.00 |   7568 | C++ |
| 9951998 | 2013-08-31 14:20:09 |   HERDING |        WA |  0.00 |   7568 | C++ |
| 9951555 | 2013-08-31 13:12:13 |     WPC4F |        AC |  0.00 |   2688 | C++ |
| 9951048 | 2013-08-31 11:47:47 |    WORDS1 |        AC |  0.07 |   2692 | C++ |
| 9944576 | 2013-08-30 16:37:20 |    DEFKIN |        AC |  0.07 |   2764 | C++ |
| 9944425 | 2013-08-30 16:13:18 |    DEFKIN |        WA |  0.16 |   2764 | C++ |
| 9944273 | 2013-08-30 15:53:29 |    DEFKIN |        WA |  0.16 |   2764 | C++ |
| 9944101 | 2013-08-30 15:26:28 |  IITKWPCO |        AC |  0.00 |   2688 | C++ |
| 9943539 | 2013-08-30 14:04:23 |       EKO |       TLE | -1.00 |   3076 | C++ |
| 9943103 | 2013-08-30 12:52:14 |       EKO |       TLE | -1.00 |   3468 | C++ |
| 9942837 | 2013-08-30 11:58:23 |   NAKANJC |       375 |  0.00 |   1680 |   C |
| 9942834 | 2013-08-30 11:58:03 |   NAKANJC |        CE |  0.00 |      0 | C++ |
| 9942599 | 2013-08-30 11:13:54 |     PT07Y |        AC |  0.00 |   3172 | C++ |
| 9942505 | 2013-08-30 10:46:24 |       PON |        AC |  0.04 |   5100 | PYT |
| 9942476 | 2013-08-30 10:34:58 |       PON |        WA |  0.02 |   1680 |   C |
| 9942464 | 2013-08-30 10:30:26 |       PON |        WA |  0.02 |   2688 | C++ |
| 9939483 | 2013-08-29 20:07:27 |      TOHU |        AC |  0.01 |   2688 | C++ |
| 9939233 | 2013-08-29 19:25:38 |  GSSQUNCE |        AC |  0.33 |   2880 | C++ |
| 9939146 | 2013-08-29 19:09:34 |  GSSQUNCE |        WA |  0.24 |   2880 | C++ |
| 9929665 | 2013-08-28 11:55:53 |   FIBOSUM |        AC |  0.01 |   4848 |   C |
| 9929653 | 2013-08-28 11:54:23 |      GCD2 |        AC |  0.00 |   2688 | C++ |
| 9929595 | 2013-08-28 11:44:08 |      GCD2 |        RE |  0.00 |   2688 | C++ |
| 9929320 | 2013-08-28 11:14:24 |   BUZZOFF |        AC |  0.54 |  48608 |   C |
| 9929296 | 2013-08-28 11:11:38 |   BUZZOFF |       TLE | -1.00 |  46960 |   C |
| 9928860 | 2013-08-28 09:49:01 |     YUMMY |        AC |  0.00 |   1680 |   C |
| 9928759 | 2013-08-28 09:26:02 |  DCEPC505 |        RE |  0.13 |  12808 | C++ |
| 9928392 | 2013-08-28 08:16:18 |        HC |        AC |  0.00 |   2688 | C++ |
| 9925730 | 2013-08-27 21:40:39 |        HC |        WA |  0.00 |   2688 | C++ |
| 9925616 | 2013-08-27 21:23:53 |  MAKEMAZE |        AC |  0.00 |   2736 | C++ |
| 9925597 | 2013-08-27 21:21:28 |  MAKEMAZE |        WA |  0.02 |   2688 | C++ |
| 9925384 | 2013-08-27 20:51:30 |     MAJOR |        AC |  0.24 |   1688 |   C |
| 9925208 | 2013-08-27 20:23:43 |     MAXLN |        AC |  0.00 |   2688 | C++ |
| 9925156 | 2013-08-27 20:15:45 |  GUANGGUN |        AC |  0.00 |   2688 | C++ |
| 9924683 | 2013-08-27 19:12:00 |   SCPC11B |        AC |  0.00 |   2692 | C++ |
| 9924555 | 2013-08-27 18:53:04 |  IEEEBGAM |        AC |  0.00 |   2688 | C++ |
| 9924308 | 2013-08-27 18:22:11 |  IITKWPCA |        AC |  0.23 | 181952 | JAV |
| 9915726 | 2013-08-26 12:48:40 |   FACTCG2 |        WA |  3.11 |   2292 |   C |
| 9915679 | 2013-08-26 12:40:03 |   FACTCG2 |        WA |  3.23 |   4884 |   C |
| 9915663 | 2013-08-26 12:33:40 |   FACTCG2 |        WA |  3.36 |   4884 |   C |
| 9915476 | 2013-08-26 11:47:54 |   FACTCG2 |        WA |  1.13 |   4884 |   C |
| 9915457 | 2013-08-26 11:43:40 |   FACTCG2 |        WA |  1.15 |   4884 |   C |
| 9915365 | 2013-08-26 11:24:44 |   FACTCG2 |       TLE | -1.00 |   1680 |   C |
| 9915356 | 2013-08-26 11:23:59 |   FACTCG2 |        RE |  1.12 |   1680 |   C |
| 9915351 | 2013-08-26 11:23:07 |   FACTCG2 |        RE |  1.11 |   1680 |   C |
| 9915272 | 2013-08-26 11:10:04 |   FACTCG2 |       TLE | -1.00 |   1680 |   C |
| 9915260 | 2013-08-26 11:08:10 |   FACTCG2 |        RE |  1.11 |   1680 |   C |
| 9915200 | 2013-08-26 10:55:40 |     PTIME |        AC |  0.06 |   1736 |   C |
| 9911436 | 2013-08-25 18:53:28 |  OPCPRIME |        AC |  0.01 |   2356 |   C |
| 9911418 | 2013-08-25 18:49:20 |  OPCPRIME |        RE |  0.03 |   2044 |   C |
| 9911391 | 2013-08-25 18:45:45 |  OPCPRIME |        WA |  0.02 |   2048 |   C |
| 9911372 | 2013-08-25 18:42:33 |  OPCPRIME |        RE |  0.03 |   2036 |   C |
| 9911309 | 2013-08-25 18:33:40 |  OPCPRIME |        RE |  0.02 |   2516 |   C |
| 9911294 | 2013-08-25 18:30:04 |  OPCPRIME |        RE |  0.02 |   2516 |   C |
| 9911222 | 2013-08-25 18:18:09 |  TDPRIMES |        AC |  0.42 |   7776 |   C |
| 9911194 | 2013-08-25 18:14:21 |  TDPRIMES |       TLE | -1.00 |   7776 |   C |
| 9911181 | 2013-08-25 18:11:56 |  TDPRIMES |        WA |  9.50 |   7776 |   C |
| 9911144 | 2013-08-25 18:06:08 |  TDKPRIME |        AC |  0.43 |  26464 |   C |
| 9911066 | 2013-08-25 17:53:45 |  TDKPRIME |       TLE | -1.00 |  31704 |   C |
| 9910214 | 2013-08-25 15:17:14 |  TDKPRIME |       TLE | -1.00 |  33928 | C++ |
| 9898055 | 2013-08-23 22:04:14 |  ELEVTRBL |        AC |  0.00 |   3800 | C++ |
| 9898028 | 2013-08-23 22:01:51 |  ELEVTRBL |        WA |  0.01 |   3800 | C++ |
| 9897792 | 2013-08-23 21:37:15 |     POUR1 |        AC |  0.00 |   3448 | C++ |
| 9897551 | 2013-08-23 21:08:03 |     POUR1 |        WA |  0.02 |   3448 | C++ |
| 9890301 | 2013-08-22 19:59:00 |  ANARC08G |        AC |  0.11 |   6596 | C++ |
| 9890266 | 2013-08-22 19:52:59 |  ANARC08G |        AC |  0.02 |   6596 | C++ |
| 9880743 | 2013-08-21 11:22:35 |  POWERPHI |       TLE | -1.00 |   2384 |   C |
| 9880718 | 2013-08-21 11:15:08 |  POWERPHI |       TLE | -1.00 |   2384 |   C |
| 9880552 | 2013-08-21 10:45:23 |  POWERPHI |       TLE | -1.00 | 307008 | C++ |
| 9880547 | 2013-08-21 10:44:43 |  POWERPHI |        CE |  0.00 |      0 |   C |
| 9879614 | 2013-08-21 06:14:55 |       ETF |        AC |  0.02 |   2688 | C++ |
| 9878538 | 2013-08-21 00:09:13 |  IITKWPCI |        WA |  0.06 |   3668 | C++ |
| 9878535 | 2013-08-21 00:08:49 |  IITKWPCI |        WA |  0.06 |   3668 | C++ |
| 9878410 | 2013-08-20 23:43:18 |  IITKWPCI |        WA |  0.06 |   3672 | C++ |
| 9878395 | 2013-08-20 23:39:51 |  IITKWPCI |        WA |  0.06 |   3668 | C++ |
| 9878108 | 2013-08-20 22:40:10 |  IITKWPCL |       TLE | -1.00 |   3028 |   C |
| 9878100 | 2013-08-20 22:38:55 |  IITKWPCL |       TLE | -1.00 |   3808 |   C |
| 9878096 | 2013-08-20 22:38:04 |  IITKWPCL |        CE |  0.00 |      0 | C++ |
| 9878091 | 2013-08-20 22:37:22 |  IITKWPCL |        CE |  0.00 |      0 | C++ |
| 9877906 | 2013-08-20 22:01:39 |  IITKWPCB |        AC |  0.00 |   2688 | C++ |
| 9877665 | 2013-08-20 21:17:14 |  IITKWPCN |        AC |  0.00 |   2688 | C++ |
| 9877638 | 2013-08-20 21:11:48 |  IITKWPCB |        WA |  0.01 |   2688 | C++ |
| 9877622 | 2013-08-20 21:09:05 |  IITKWPCB |        WA |  0.00 |   2688 | C++ |
| 9877527 | 2013-08-20 20:50:05 |  IITKWPCJ |        AC |  0.00 |   2880 | C++ |
| 9876102 | 2013-08-20 16:37:29 |       TRT |        AC |  0.03 |  33944 | C++ |
| 9871600 | 2013-08-19 21:21:53 |    KNJIGE |        AC |  0.10 |   3860 | C++ |
| 9871592 | 2013-08-19 21:20:59 |    KNJIGE |        RE |  0.06 |   2804 | C++ |
| 9871522 | 2013-08-19 21:10:30 |  GONESORT |        AC |  0.00 |  80832 | C++ |
| 9856037 | 2013-08-17 09:13:32 |     GAMES |        AC |  0.00 |   2688 | C++ |
| 9853686 | 2013-08-16 20:59:18 |     THRBL |        AC |  0.04 |   3664 | C++ |
| 9852925 | 2013-08-16 19:01:16 |      RPLN |        AC |  0.85 |   5032 | C++ |
| 9852922 | 2013-08-16 19:00:39 |      RPLN |        AC |  0.85 |   5032 | C++ |
| 9844652 | 2013-08-15 16:45:08 |  CADYDIST |        AC |  0.10 |   4248 | C++ |
| 9844541 | 2013-08-15 16:30:29 |    LOCKER |        WA |  0.03 |   2824 | C++ |
| 9844531 | 2013-08-15 16:29:24 |    LOCKER |        WA |  0.08 |   2824 | C++ |
| 9844029 | 2013-08-15 15:28:05 |    LOCKER |        AC |  0.11 |   2688 | C++ |
| 9843917 | 2013-08-15 15:12:45 |   GNYR04C |        AC |  0.00 |   2844 | C++ |
| 9843886 | 2013-08-15 15:06:44 |   GNYR04C |        AC |  0.00 |   2860 | C++ |
| 9843589 | 2013-08-15 14:16:54 |   GNYR04C |        AC |  0.00 |   2860 | C++ |
| 9843573 | 2013-08-15 14:14:05 |   GNYR04C |        WA |  0.05 |   2772 | C++ |
| 9843566 | 2013-08-15 14:13:05 |   GNYR04C |        RE |  0.02 |   2728 | C++ |
| 9843286 | 2013-08-15 13:29:04 |     EDIST |        AC |  0.16 |   2704 | C++ |
| 9843218 | 2013-08-15 13:16:28 |     EDIST |        AC |  0.17 |  18352 | C++ |
| 9840145 | 2013-08-15 00:20:13 |    MBLAST |        AC |  0.03 |   1696 |   C |
| 9840129 | 2013-08-15 00:16:17 |    MBLAST |        AC |  0.05 |  17344 |   C |
| 9839954 | 2013-08-14 23:29:27 |    MBLAST |        WA |  0.00 |   5596 |   C |
| 9839925 | 2013-08-14 23:22:01 |    MBLAST |        WA |  0.00 |   5596 |   C |
| 9839888 | 2013-08-14 23:13:25 |    MBLAST |        WA |  0.00 |   6604 | C++ |
| 9839441 | 2013-08-14 21:27:33 |    KCARRY |        AC |  0.02 |  18344 | C++ |
| 9839162 | 2013-08-14 20:36:42 |   NAKANJC |       390 |  0.00 |   1680 |   C |
| 9839082 | 2013-08-14 20:21:57 |   NAKANJC |        CE |  0.00 |      0 |   C |
| 9839020 | 2013-08-14 20:13:22 |   NAKANJC |       462 |  0.00 |   1680 |   C |
| 9839002 | 2013-08-14 20:10:57 |   NAKANJC |        RE |  0.00 |   1680 |   C |
| 9838964 | 2013-08-14 20:06:26 |   NAKANJC |        RE |  0.00 |   1680 |   C |
| 9838962 | 2013-08-14 20:06:04 |   NAKANJC |        RE |  0.00 |   1680 |   C |
| 9838956 | 2013-08-14 20:05:19 |   NAKANJC |       462 |  0.00 |   1680 |   C |
| 9829630 | 2013-08-13 12:19:15 |   GNYR09F |        AC |  0.00 |   1760 |   C |
| 9826807 | 2013-08-12 20:36:16 |   FACTCG2 |       TLE | -1.00 |  43336 |   C |
| 9826248 | 2013-08-12 18:44:21 |   FACTCG2 |       TLE | -1.00 |  43336 |   C |
| 9826176 | 2013-08-12 18:30:22 |   FACTCG2 |       TLE | -1.00 |  79808 |   C |
| 9826163 | 2013-08-12 18:27:26 |   FACTCG2 |        WA |  5.94 |  79808 |   C |
| 9826066 | 2013-08-12 18:12:11 |   FACTCG2 |       TLE | -1.00 |  79808 |   C |
| 9826004 | 2013-08-12 17:58:49 |   FACTCG2 |        RE |  0.03 |  60272 |   C |
| 9825991 | 2013-08-12 17:57:58 |   FACTCG2 |        CE |  0.00 |      0 |   C |
| 9825846 | 2013-08-12 17:30:38 |   FACTCG2 |       TLE | -1.00 |  60272 |   C |
| 9825398 | 2013-08-12 16:15:28 |     SPEED |        AC |  0.00 |   2688 | C++ |
| 9825311 | 2013-08-12 16:02:10 |   WEIRDFN |        AC |  0.71 |   3080 | C++ |
| 9825299 | 2013-08-12 16:00:15 |   WEIRDFN |       TLE | -1.00 |   4112 | C++ |
| 9825242 | 2013-08-12 15:52:34 |   WEIRDFN |        AC |  0.72 |   3080 | C++ |
| 9825230 | 2013-08-12 15:51:08 |   WEIRDFN |       TLE | -1.00 |   5100 | C++ |
| 9825105 | 2013-08-12 15:28:57 |   WEIRDFN |       TLE | -1.00 |   3504 | C++ |
| 9815716 | 2013-08-10 19:50:34 |    MPILOT |        AC |  0.12 |   1872 |   C |
| 9814425 | 2013-08-10 16:26:02 |     PAREN |        AC |  0.00 |   2724 | C++ |
| 9802073 | 2013-08-08 22:24:19 |    JOKER1 |        AC |  0.00 |   2688 | C++ |
| 9802068 | 2013-08-08 22:23:20 |  NOCHANGE |        AC |  0.00 |  12848 | C++ |
| 9793468 | 2013-08-07 12:13:48 |    KCARRY |        AC |  0.03 |  17720 |   C |
| 9788786 | 2013-08-06 14:55:43 |    JOKER1 |        WA |  0.00 |   2688 | C++ |
| 9788711 | 2013-08-06 14:36:09 |    JOKER1 |        WA |  0.00 |   2688 | C++ |
| 9788573 | 2013-08-06 13:59:08 |    MPILOT |        AC |  0.12 |   1872 |   C |
| 9788221 | 2013-08-06 12:21:00 |    MPILOT |        AC |  0.29 | 197120 |   C |
| 9788204 | 2013-08-06 12:17:38 |    MPILOT |        AC |  0.23 | 197120 |   C |
| 9788202 | 2013-08-06 12:17:03 |    MPILOT |        AC |  0.23 | 197120 |   C |
| 9788193 | 2013-08-06 12:15:14 |    MPILOT |        AC |  0.29 | 197120 |   C |
| 9780087 | 2013-08-04 20:25:33 |    MTWALK |        AC |  0.01 |   2476 |   C |
| 9749029 | 2013-07-30 12:13:07 |    LOCKER |        WA |  0.11 |   2252 |   C |
| 9745491 | 2013-07-29 20:16:15 |  FIBTWIST |        AC |  0.01 |   1812 |   C |
| 9745452 | 2013-07-29 20:09:15 |  FIBTWIST |        WA |  0.00 |   1812 |   C |
| 9744815 | 2013-07-29 18:39:55 |  FIBTWIST |        RE |  0.05 |   9920 |   C |
| 9744742 | 2013-07-29 18:31:12 |    COMDIV |        AC |  0.55 |   9824 |   C |
| 9744731 | 2013-07-29 18:28:43 |    COMDIV |        WA |  4.34 |   9496 |   C |
| 9739346 | 2013-07-28 20:32:25 |  OPCPIZZA |        AC |  0.25 |   3472 | C++ |
| 9739325 | 2013-07-28 20:28:37 |  OPCPIZZA |        WA |  0.00 |   3472 | C++ |
| 9739279 | 2013-07-28 20:21:02 |  OPCPIZZA |        WA |  0.00 |   3472 | C++ |
| 9739256 | 2013-07-28 20:16:37 |  OPCPIZZA |        WA |  0.00 |   3472 | C++ |
| 9739235 | 2013-07-28 20:11:22 |  OPCPIZZA |        WA |  0.00 |   3076 | C++ |
| 9739053 | 2013-07-28 19:31:54 |  OPCPIZZA |        RE |  0.01 |   1936 |   C |
| 9737556 | 2013-07-28 15:10:32 |   LCPC12H |        WA |  0.35 |   1760 |   C |
| 9736480 | 2013-07-28 12:07:37 |   LCPC12H |        WA |  0.35 |   1760 |   C |
| 9735793 | 2013-07-28 10:16:31 |   LCPC12H |        WA |  0.20 |   1736 |   C |
| 9733570 | 2013-07-27 21:59:35 |  UCV2013E |        AC |  0.04 |   3648 |   C |
| 9733479 | 2013-07-27 21:40:21 |       AHP |        AC |  0.03 |   2168 |   C |
| 9733391 | 2013-07-27 21:20:24 |    KCARRY |        AC |  0.04 |  17720 |   C |
| 9733349 | 2013-07-27 21:10:43 |    KCARRY |        WA |  0.20 |  17336 |   C |
| 9733123 | 2013-07-27 20:26:24 |    AMZSEQ |        AC |  0.00 |   1680 |   C |
| 9732844 | 2013-07-27 19:40:24 |   LCPC12D |        AC |  0.04 |   1760 |   C |
| 9732616 | 2013-07-27 19:08:02 |   LCPC12D |        WA |  0.04 |   1760 |   C |
| 9732352 | 2013-07-27 18:03:51 |   LCPC12E |        AC |  0.00 |   1680 |   C |
| 9732339 | 2013-07-27 17:59:39 |   LCPC12E |        RE |  0.00 |   1680 |   C |
| 9732018 | 2013-07-27 16:56:58 |   NAKANJC |       483 |  0.00 |   1680 |   C |
| 9732004 | 2013-07-27 16:54:47 |   NAKANJC |        WA |  0.00 |   1680 |   C |
| 9726720 | 2013-07-26 20:50:48 |  DCEPC501 |        AC |  0.19 |   3240 |   C |
| 9726411 | 2013-07-26 19:58:39 |    NAKANJ |        AC |  0.00 |   1696 |   C |
| 9726398 | 2013-07-26 19:57:42 |    NAKANJ |        WA |  0.01 |   1696 |   C |
| 9725607 | 2013-07-26 18:50:20 |       APS |        AC |  0.26 | 157952 |   C |
| 9725263 | 2013-07-26 18:06:27 |       AFS |        AC |  0.06 |  17304 |   C |
| 9724811 | 2013-07-26 16:43:56 |  UCV2013H |        AC |  0.04 |   3288 |   C |
| 9723005 | 2013-07-26 10:55:08 |  UCV2013H |        WA |  0.04 |   2660 |   C |
| 9722997 | 2013-07-26 10:53:14 |  UCV2013H |        WA |  0.04 |   2484 |   C |
| 9722116 | 2013-07-26 07:31:39 |  UCV2013C |        AC |  0.00 |   1680 |   C |
| 9721966 | 2013-07-26 06:42:18 |  UCV2013A |        AC |  0.01 |   1680 |   C |
| 9719667 | 2013-07-25 20:31:29 |  UCV2013J |        AC |  0.17 |   9496 |   C |
| 9719512 | 2013-07-25 20:02:07 |  UCV2013I |        AC |  0.00 |   1680 |   C |
| 9719479 | 2013-07-25 19:57:52 |  UCV2013I |        WA |  0.00 |   1680 |   C |
| 9719448 | 2013-07-25 19:53:27 |  UCV2013J |        WA |  0.17 |   9496 |   C |
| 9719446 | 2013-07-25 19:52:44 |  UCV2013J |        WA |  0.10 |   1680 |   C |
| 9719376 | 2013-07-25 19:39:50 |  UCV2013J |       TLE | -1.00 |   1680 |   C |
| 9719371 | 2013-07-25 19:38:44 |  UCV2013J |       TLE | -1.00 |  10504 | C++ |
| 9719304 | 2013-07-25 19:28:53 |  UCV2013J |       TLE | -1.00 |  10504 | C++ |
| 9719263 | 2013-07-25 19:22:03 |  UCV2013J |       TLE | -1.00 |   9496 |   C |
| 9719129 | 2013-07-25 19:02:06 |    ROHAAN |        AC |  0.02 |   1688 |   C |
| 9699191 | 2013-07-22 18:42:11 |     WORKB |        AC |  0.18 |   1680 |   C |
| 9699017 | 2013-07-22 18:13:00 |     FAST2 |        AC |  0.00 |   4048 | PYT |
| 9698743 | 2013-07-22 17:12:00 |     FAST2 |        AC |  0.00 |   4048 | PYT |
| 9698728 | 2013-07-22 17:09:35 |     FAST2 |        WA |  0.02 |   4048 | PYT |
| 9698727 | 2013-07-22 17:09:10 |     FAST2 |        WA |  0.12 |   4620 | PYT |
| 9698706 | 2013-07-22 17:05:52 |     FAST2 |        WA |  0.03 |   4048 | PYT |
| 9698670 | 2013-07-22 17:00:43 |     FAST2 |        WA |  0.12 |   4620 | PYT |
| 9698667 | 2013-07-22 17:00:16 |     FAST2 |        CE |  0.00 |      0 |   C |
| 9698271 | 2013-07-22 15:58:10 |     FAST2 |       TLE | -1.00 |   4048 | PYT |
| 9698195 | 2013-07-22 15:46:42 |     FAST2 |       TLE | -1.00 |   4048 | PYT |
| 9696762 | 2013-07-22 10:03:29 |     XOINC |        AC |  0.06 |  33376 |   C |
| 9694729 | 2013-07-21 20:15:40 |    LOCKER |        WA |  0.11 |   1680 |   C |
| 9694707 | 2013-07-21 20:11:37 |    LOCKER |        WA |  0.10 |   1680 |   C |
| 9694689 | 2013-07-21 20:04:08 |    LOCKER |        WA |  0.12 |   1680 |   C |
| 9694663 | 2013-07-21 19:53:41 |    LOCKER |        WA |  0.12 |   1680 |   C |
| 9694489 | 2013-07-21 19:04:52 |   VPL2_BC |        AC |  2.01 | 149184 |   C |
| 9680076 | 2013-07-19 08:15:27 |     NITT2 |        AC |  0.08 |   1728 |   C |
| 9677283 | 2013-07-18 17:59:05 |   LCPC12F |        AC |  0.02 |   1688 |   C |
| 9676751 | 2013-07-18 16:39:19 |  MAXWOODS |        AC |  0.02 |   2032 |   C |
| 9676686 | 2013-07-18 16:29:41 |  MAXWOODS |        WA |  0.25 |   2032 |   C |
| 9676680 | 2013-07-18 16:28:10 |  MAXWOODS |       TLE | -1.00 |   2028 |   C |
| 9675555 | 2013-07-18 12:35:46 |  MAXWOODS |       TLE | -1.00 |   2344 |   C |
| 9674111 | 2013-07-18 07:07:10 |     SUBSN |       TLE | -1.00 |   1908 |   C |
| 9672078 | 2013-07-17 19:52:59 |     SUBSN |       TLE | -1.00 | 150144 |   C |
| 9672057 | 2013-07-17 19:48:47 |     SUBSN |        RE |  0.02 |   1908 |   C |
| 9671901 | 2013-07-17 19:22:42 |     SUBSN |        RE |  0.02 |   1908 |   C |
| 9671351 | 2013-07-17 17:46:40 |       LCA |        AC |  0.24 |   1688 |   C |
| 9637040 | 2013-07-10 20:34:26 |      EDIT |        AC |  0.00 |   1680 |   C |
| 9637002 | 2013-07-10 20:25:16 |    MUTDNA |        AC |  0.00 |   2988 |   C |
| 9636431 | 2013-07-10 18:17:40 |    AMR10G |        AC |  0.06 |   2784 | C++ |
| 9636419 | 2013-07-10 18:15:33 |    AMR10G |        CE |  0.00 |      0 | C++ |
| 9636408 | 2013-07-10 18:13:42 |    AMR10G |        CE |  0.00 |      0 | C++ |
| 9635592 | 2013-07-10 15:38:53 |   PCPC12J |        AC |  0.04 |   1680 |   C |
| 9630532 | 2013-07-09 16:31:27 |    AMR12I |        AC |  0.00 |   1696 |   C |
| 9630212 | 2013-07-09 15:14:36 |    AMR12G |        AC |  0.00 |   1680 |   C |
| 9630185 | 2013-07-09 15:08:02 |    AMR12G |        WA |  0.00 |   1680 |   C |
| 9628711 | 2013-07-09 10:12:13 |     FAST2 |       TLE | -1.00 |   4616 | PYT |
| 9628429 | 2013-07-09 09:00:11 |      RPLE |        AC |  0.02 |   1688 |   C |
| 9628351 | 2013-07-09 08:40:14 |      RPLE |        WA |  0.00 |   1688 |   C |
| 9628333 | 2013-07-09 08:36:38 |      RPLE |        WA |  0.00 |   1688 |   C |
| 9628264 | 2013-07-09 08:17:48 |  DCEPC504 |        AC |  0.00 |   1680 |   C |
| 9627934 | 2013-07-09 06:36:45 |      RPLC |        AC |  0.01 |   9496 |   C |
| 9623254 | 2013-07-08 09:18:01 |  CIRCLE_E |        AC |  0.00 |   1680 |   C |
| 9622807 | 2013-07-08 06:27:46 |   PERMUT2 |        AC |  0.06 |   2460 |   C |
| 9609792 | 2013-07-05 19:30:11 |    MCOINS |        AC |  0.00 |   5584 |   C |
| 9609639 | 2013-07-05 19:02:30 |  HEADSHOT |        AC |  0.00 |   1680 |   C |
| 9606852 | 2013-07-05 08:40:19 |    MCOINS |        AC |  0.00 |   5584 |   C |
| 9604241 | 2013-07-04 19:23:00 |   DSUBSEQ |        AC |  0.02 |   2556 |   C |
| 9604226 | 2013-07-04 19:20:37 |   DSUBSEQ |        WA |  0.00 |   2556 |   C |
| 9600835 | 2013-07-04 08:44:31 |    FENCE1 |        AC |  0.00 |   1680 |   C |
| 9597887 | 2013-07-03 17:36:21 |   BFWRITE |       163 |  0.00 |   1660 |  BF |
| 9595263 | 2013-07-03 09:21:00 |  FIBTWIST |        RE |  0.05 |   9920 |   C |
| 9595163 | 2013-07-03 08:45:39 |  FIBTWIST |        RE |  0.01 |   2888 |   C |
| 9595152 | 2013-07-03 08:40:53 |  FIBTWIST |        RE |  0.00 |   2888 |   C |
| 9595131 | 2013-07-03 08:34:13 |  FIBTWIST |        RE |  0.05 |   9920 |   C |
| 9595110 | 2013-07-03 08:29:28 |  FIBTWIST |        RE |  0.06 |   9920 |   C |
| 9595101 | 2013-07-03 08:27:43 |  FIBTWIST |        RE |  0.09 |   9920 |   C |
| 9591642 | 2013-07-02 16:39:46 |  WACHOVIA |        AC |  0.02 |   1888 |   C |
| 9586557 | 2013-07-01 20:06:35 |   MAY99_4 |        AC |  0.00 |   1760 |   C |
